,task_id,pass_5
0,1,1
1,5,1
2,6,1
3,8,1
4,9,1
5,11,1
6,12,1
7,13,0.777777778
8,17,0
9,18,1
10,19,1
11,20,0.777777778
12,21,1
13,22,1
14,23,0
15,24,1
16,25,1
17,26,1
18,27,1
19,28,1
20,31,1
21,33,1
22,35,1
23,36,1
24,37,1
25,41,1
26,42,1
27,43,1
28,44,1
29,45,1
30,46,1
31,47,1
32,51,0.996031746
33,52,1
34,53,1
35,54,1
36,55,0.996031746
37,56,1
38,57,0.996031746
39,58,1
40,59,1
41,60,1
42,62,1
43,63,0.996031746
44,64,0.916666667
45,65,1
46,66,1
47,67,0.996031746
48,68,1
49,70,0
50,71,0
51,72,1
52,73,1
53,74,1
54,75,1
55,76,1
56,77,0.777777778
57,78,1
58,79,0
59,80,0
60,81,1
61,82,1
62,83,1
63,84,0.777777778
64,85,1
65,86,1
66,213,1
67,214,1
68,215,1
69,216,1
70,219,1
71,220,1
72,221,0.916666667
73,224,1
74,226,0.916666667
75,227,1
76,229,0
77,230,1
78,231,1
79,232,1
80,233,1
81,234,1
82,235,1
83,240,1
84,241,1
85,242,1
86,244,1
87,248,1
88,249,0.916666667
89,250,1
90,252,1
91,253,1
92,255,1
93,256,1
94,258,0.976190476
95,259,0.5
96,260,1
97,262,1
98,263,1
99,264,0.976190476
100,266,0.777777778
101,267,1
102,268,1
103,269,1
104,281,1
105,282,1
106,286,1
107,290,0.976190476
108,291,1
109,366,1
110,369,1
111,370,0.976190476
112,380,1
113,381,1
114,386,0.777777778
115,390,1
116,392,1
117,395,0.777777778
118,396,1
119,398,1
120,401,0.777777778
121,404,1
122,405,1
123,406,1
124,410,0.976190476
125,412,1
126,413,1
127,414,1
128,420,0.976190476
129,423,0
130,424,1
131,427,0.5
132,428,0.777777778
133,430,1
134,431,0
135,433,0.916666667
136,438,1
137,442,1
138,443,1
139,444,1
140,445,1
141,451,1
142,460,1
143,461,1
144,462,1
145,463,1
146,465,1
147,468,1
148,469,1
149,470,0.916666667
150,471,1
151,474,1
152,475,1
153,476,1
154,477,0.777777778
155,478,1
156,482,1
157,483,1
158,485,0.916666667
159,486,1
160,487,1
161,488,1
162,490,1
163,491,1
164,492,1
165,493,0.916666667
166,494,1
167,495,1
168,496,1
169,498,1
170,499,0.976190476
171,500,1
172,501,1
173,505,1
174,506,0.976190476
175,507,1
176,509,1
177,510,1
178,511,1
179,512,0.777777778
180,513,1
181,514,1
182,515,1
183,516,1
184,517,1
185,518,1
186,519,1
187,520,1
188,521,1
189,522,1
190,523,1
191,524,1
192,525,1
193,526,1
194,527,1
195,546,1
196,547,1
197,548,1
198,549,1
199,550,1
200,551,0.777777778
201,552,1
202,555,1
203,557,1
204,558,1
205,87,1
206,88,1
207,89,1
208,92,1
209,93,1
210,95,0.777777778
211,96,1
212,97,1
213,99,1
214,100,0.777777778
215,101,0.5
216,103,0
217,106,0.777777778
218,107,1
219,108,1
220,109,1
221,110,1
222,112,1
223,114,0
224,115,1
225,116,0.916666667
226,117,1
227,118,1
228,120,0.916666667
229,121,1
230,122,1
231,123,0
232,124,1
233,125,0.777777778
234,127,0.777777778
235,129,1
236,130,1
237,133,0.777777778
238,134,1
239,135,1
240,138,1
241,139,0.777777778
242,292,0.5
243,293,1
244,298,1
245,299,1
246,305,1
247,306,0.777777778
248,308,1
249,313,1
250,315,0.777777778
251,317,0
252,318,1
253,319,1
254,320,0.916666667
255,322,1
256,323,1
257,326,0
258,447,1
259,450,1
260,528,1
261,529,1
262,530,1
263,532,1
264,533,0
265,534,0.777777778
266,535,1
267,536,0
268,537,0.777777778
269,540,1
270,541,1
271,542,0.777777778
272,543,1
273,544,1
274,545,1
275,559,1
276,560,1
277,140,1
278,142,1
279,143,1
280,144,1
281,145,1
282,146,1
283,150,0
284,151,1
285,153,1
286,154,1
287,155,1
288,156,1
289,157,1
290,158,1
291,159,1
292,160,1
293,161,1
294,162,1
295,165,0.777777778
296,166,1
297,167,1
298,168,0.916666667
299,169,1
300,331,1
301,334,0.916666667
302,341,1
303,342,0.916666667
304,565,1
305,566,0.5
306,567,0.976190476
307,569,1
308,571,1
309,575,1
310,576,1
311,577,1
312,578,1
313,581,0.916666667
314,582,0.5
315,583,0.777777778
316,584,0.916666667
317,585,1
318,586,1
319,170,1
320,173,1
321,174,1
322,176,1
323,177,1
324,178,1
325,179,1
326,180,1
327,181,1
328,182,1
329,348,1
330,349,1
331,350,1
332,351,1
333,352,1
334,609,1
335,611,1
336,612,1
337,614,1
338,615,1
339,616,1
340,617,1
341,625,1
342,626,1
343,628,1
344,630,1
345,631,1
346,632,1
347,633,1
348,183,1
349,184,1
350,187,1
351,188,1
352,189,1
353,190,1
354,191,0.777777778
355,192,1
356,193,1
357,195,1
358,196,0.777777778
359,197,1
360,198,1
361,200,0.5
362,202,0.916666667
363,203,0.777777778
364,204,1
365,205,0.5
366,206,0.777777778
367,207,1
368,209,0.916666667
369,210,0
370,354,0
371,355,0
372,356,1
373,357,1
374,358,0
375,359,0.777777778
376,360,0.777777778
377,361,0.5
378,365,1
379,481,0.916666667
380,589,1
381,590,0.5
382,592,0.916666667
383,594,1
384,595,1
385,597,1
386,598,0.5
387,599,0.777777778
388,601,0.777777778
389,603,1
390,604,1
391,605,0.777777778
392,606,1
