,task_id,pass_3
0,5,1.0
1,6,1.0
2,8,1.0
3,9,1.0
4,11,1.0
5,12,1.0
6,13,1.0
7,17,1.0
8,18,1.0
9,19,1.0
10,20,1.0
11,21,1.0
12,22,1.0
13,23,1.0
14,24,1.0
15,25,1.0
16,26,1.0
17,27,1.0
18,31,1.0
19,35,1.0
20,36,1.0
21,37,1.0
22,41,0.5333333333333333
23,42,1.0
24,43,1.0
25,44,1.0
26,45,0.7083333333333333
27,46,0.9166666666666666
28,47,1.0
29,52,1.0
30,54,1.0
31,55,1.0
32,56,0.8333333333333334
33,57,0.8333333333333334
34,58,0.0
35,59,1.0
36,60,0.30000000000000004
37,62,0.9916666666666667
38,64,0.0
39,65,1.0
40,67,0.0
41,68,1.0
42,70,1.0
43,71,1.0
44,72,1.0
45,73,1.0
46,74,0.8333333333333334
47,75,1.0
48,76,1.0
49,77,0.0
50,78,0.7083333333333333
51,79,0.9166666666666666
52,80,0.9916666666666667
53,81,1.0
54,83,1.0
55,84,0.0
56,86,1.0
57,214,0.30000000000000004
58,215,0.9916666666666667
59,219,1.0
60,220,1.0
61,224,0.9916666666666667
62,226,0.0
63,227,1.0
64,229,0.9666666666666667
65,230,1.0
66,231,1.0
67,232,1.0
68,233,1.0
69,234,1.0
70,235,1.0
71,240,0.8333333333333334
72,241,1.0
73,242,1.0
74,248,1.0
75,249,1.0
76,250,0.8333333333333334
77,253,0.8333333333333334
78,255,1.0
79,256,1.0
80,258,0.8333333333333334
81,259,0.0
82,260,0.7083333333333333
83,262,0.9666666666666667
84,263,1.0
85,264,1.0
86,266,1.0
87,267,1.0
88,268,1.0
89,269,1.0
90,281,0.0
91,282,1.0
92,286,1.0
93,291,0.0
94,366,0.0
95,369,0.0
96,370,0.0
97,380,0.5333333333333333
98,381,0.9916666666666667
99,386,1.0
100,390,1.0
101,392,1.0
102,395,1.0
103,396,1.0
104,401,0.5333333333333333
105,404,0.9666666666666667
106,405,1.0
107,406,0.8333333333333334
108,410,0.0
109,413,0.9166666666666666
110,414,0.7083333333333333
111,420,0.0
112,423,1.0
113,424,0.0
114,427,0.9166666666666666
115,430,1.0
116,431,1.0
117,442,1.0
118,443,0.30000000000000004
119,444,0.9916666666666667
120,445,0.0
121,451,1.0
122,460,1.0
123,462,1.0
124,465,0.9666666666666667
125,468,0.9166666666666666
126,470,0.0
127,471,0.8333333333333334
128,474,0.8333333333333334
129,475,0.9166666666666666
130,476,0.7083333333333333
131,482,1.0
132,483,1.0
133,485,1.0
134,486,1.0
135,487,1.0
136,488,1.0
137,490,1.0
138,492,1.0
139,493,1.0
140,494,1.0
141,495,1.0
142,496,1.0
143,498,1.0
144,499,1.0
145,500,1.0
146,501,1.0
147,505,1.0
148,506,1.0
149,507,1.0
150,509,1.0
151,510,1.0
152,511,0.0
153,512,0.0
154,513,1.0
155,514,1.0
156,515,1.0
157,516,1.0
158,517,1.0
159,518,0.9666666666666667
160,519,1.0
161,520,1.0
162,521,1.0
163,522,1.0
164,523,1.0
165,524,1.0
166,525,1.0
167,526,1.0
168,527,1.0
169,1,1.0
170,551,1.0
171,552,1.0
172,555,1.0
173,557,1.0
174,558,1.0
175,87,1.0
176,88,0.0
177,89,1.0
178,92,1.0
179,93,1.0
180,95,1.0
181,96,1.0
182,97,1.0
183,99,1.0
184,100,1.0
185,101,1.0
186,103,1.0
187,104,1.0
188,106,1.0
189,107,1.0
190,108,1.0
191,109,0.0
192,110,1.0
193,111,1.0
194,112,1.0
195,113,1.0
196,114,0.0
197,115,1.0
198,116,0.0
199,117,0.0
200,118,1.0
201,119,1.0
202,120,1.0
203,121,1.0
204,122,0.0
205,123,1.0
206,124,1.0
207,125,0.0
208,127,1.0
209,129,1.0
210,130,1.0
211,131,1.0
212,132,1.0
213,133,0.0
214,134,1.0
215,135,1.0
216,137,1.0
217,138,1.0
218,139,0.0
219,292,0.0
220,293,1.0
221,298,0.0
222,299,0.0
223,300,1.0
224,305,0.0
225,306,1.0
226,308,1.0
227,313,1.0
228,315,1.0
229,317,0.0
230,318,1.0
231,319,1.0
232,320,0.0
233,322,1.0
234,323,1.0
235,326,1.0
236,447,1.0
237,449,1.0
238,450,1.0
239,528,1.0
240,529,1.0
241,530,1.0
242,532,1.0
243,533,1.0
244,534,1.0
245,535,0.0
246,536,1.0
247,537,1.0
248,538,0.0
249,540,1.0
250,541,0.0
251,542,0.0
252,543,1.0
253,544,1.0
254,545,1.0
255,559,1.0
256,560,1.0
257,140,1.0
258,141,1.0
259,142,0.0
260,143,1.0
261,144,1.0
262,145,1.0
263,146,1.0
264,147,1.0
265,148,1.0
266,150,1.0
267,151,1.0
268,152,0.0
269,153,1.0
270,154,1.0
271,155,1.0
272,156,1.0
273,157,0.0
274,158,1.0
275,159,0.0
276,160,0.0
277,161,1.0
278,162,1.0
279,163,1.0
280,164,1.0
281,165,1.0
282,166,1.0
283,167,1.0
284,168,0.0
285,169,1.0
286,331,0.0
287,334,0.0
288,341,1.0
289,342,1.0
290,343,1.0
291,565,1.0
292,566,1.0
293,567,1.0
294,569,1.0
295,570,1.0
296,571,1.0
297,572,1.0
298,575,1.0
299,576,0.0
300,577,1.0
301,578,0.0
302,581,0.0
303,582,0.0
304,583,0.0
305,584,0.0
306,585,1.0
307,586,1.0
308,170,1.0
309,173,1.0
310,174,1.0
311,176,1.0
312,177,1.0
313,178,1.0
314,179,1.0
315,180,1.0
316,181,0.0
317,348,1.0
318,349,1.0
319,350,0.0
320,352,1.0
321,609,1.0
322,611,1.0
323,612,0.0
324,614,1.0
325,615,1.0
326,616,0.0
327,625,0.0
328,626,0.0
329,628,0.0
330,630,0.0
331,631,0.0
332,632,1.0
333,633,0.0
334,183,0.0
335,184,0.0
336,187,1.0
337,188,1.0
338,189,0.0
339,190,0.0
340,191,0.0
341,196,0.0
342,197,0.0
343,198,1.0
344,200,1.0
345,202,1.0
346,203,1.0
347,204,0.0
348,205,1.0
349,206,1.0
350,207,1.0
351,209,1.0
352,210,1.0
353,354,1.0
354,355,1.0
355,356,1.0
356,357,1.0
357,358,1.0
358,365,0.0
359,481,1.0
360,589,1.0
361,590,1.0
362,592,1.0
363,594,1.0
364,595,1.0
365,597,1.0
366,598,1.0
367,599,1.0
368,601,1.0
369,603,1.0
370,604,1.0
371,605,1.0
372,606,0.0
