,task_id,pass_3
0,1,1.0
1,5,1.0
2,6,0.0
3,8,1.0
4,9,1.0
5,11,1.0
6,12,1.0
7,13,0.0
8,17,0.0
9,18,0.0
10,19,1.0
11,20,0.0
12,21,1.0
13,22,1.0
14,23,0.0
15,24,0.0
16,25,1.0
17,26,1.0
18,27,0.0
19,28,0.0
20,31,1.0
21,33,1.0
22,35,1.0
23,36,1.0
24,37,0.0
25,41,1.0
26,42,1.0
27,43,0.0
28,44,1.0
29,45,0.0
30,46,1.0
31,47,0.0
32,51,0.0
33,52,0.0
34,53,0.0
35,54,0.0
36,55,1.0
37,56,1.0
38,57,0.0
39,58,1.0
40,59,1.0
41,60,0.0
42,62,1.0
43,63,0.0
44,64,0.0
45,65,1.0
46,67,0.0
47,68,1.0
48,70,0.0
49,71,0.0
50,72,0.0
51,73,1.0
52,74,0.0
53,75,0.0
54,76,0.0
55,77,1.0
56,78,1.0
57,79,0.0
58,80,0.0
59,81,1.0
60,82,0.0
61,83,1.0
62,84,1.0
63,85,1.0
64,86,1.0
65,213,0.0
66,214,0.0
67,215,0.0
68,216,0.0
69,219,0.0
70,220,1.0
71,221,0.0
72,229,0.0
73,230,1.0
74,231,1.0
75,232,0.0
76,233,0.0
77,234,1.0
78,235,1.0
79,240,0.0
80,241,0.0
81,242,1.0
82,244,0.0
83,248,1.0
84,249,0.0
85,250,0.0
86,252,0.0
87,253,0.0
88,255,0.0
89,256,1.0
90,258,0.0
91,259,0.0
92,260,1.0
93,262,1.0
94,263,1.0
95,264,0.0
96,266,1.0
97,267,1.0
98,268,1.0
99,269,1.0
100,281,1.0
101,282,1.0
102,286,1.0
103,290,0.0
104,291,0.0
105,366,0.0
106,369,0.0
107,370,0.0
108,380,0.0
109,381,1.0
110,386,1.0
111,390,0.0
112,392,1.0
113,395,1.0
114,396,1.0
115,398,1.0
116,401,0.0
117,404,0.0
118,405,0.0
119,406,0.0
120,410,0.0
121,412,0.0
122,413,0.0
123,414,0.0
124,420,0.0
125,423,1.0
126,424,1.0
127,427,0.0
128,428,0.0
129,430,1.0
130,431,0.0
131,433,0.0
132,438,1.0
133,442,0.0
134,443,1.0
135,444,0.0
136,445,1.0
137,451,0.0
138,460,1.0
139,461,1.0
140,462,1.0
141,463,0.0
142,465,1.0
143,468,0.0
144,469,0.0
145,470,1.0
146,471,1.0
147,474,0.0
148,475,0.0
149,476,1.0
150,477,0.0
151,478,0.0
152,482,0.0
153,483,0.0
154,485,0.0
155,486,0.0
156,487,1.0
157,488,0.0
158,490,0.0
159,491,0.0
160,492,0.0
161,493,0.0
162,494,0.0
163,495,1.0
164,496,1.0
165,498,1.0
166,499,0.0
167,500,1.0
168,501,0.0
169,505,1.0
170,506,1.0
171,507,1.0
172,509,1.0
173,510,1.0
174,511,1.0
175,512,0.0
176,513,1.0
177,514,0.0
178,515,1.0
179,516,1.0
180,517,1.0
181,518,1.0
182,519,1.0
183,520,1.0
184,521,1.0
185,522,1.0
186,523,0.0
187,524,1.0
188,525,1.0
189,526,1.0
190,527,1.0
