141,0,Phi-3-small-8k-instruct
142,0,Phi-3-small-8k-instruct
11,0,Phi-3-small-8k-instruct
21,0,Phi-3-small-8k-instruct
23,1,Phi-3-small-8k-instruct
24,1,Phi-3-small-8k-instruct
27,1,Phi-3-small-8k-instruct
35,1,Phi-3-small-8k-instruct
36,1,Phi-3-small-8k-instruct
41,1,Phi-3-small-8k-instruct
42,1,Phi-3-small-8k-instruct
43,1,Phi-3-small-8k-instruct
46,0,Phi-3-small-8k-instruct
47,0,Phi-3-small-8k-instruct
55,1,Phi-3-small-8k-instruct
58,1,Phi-3-small-8k-instruct
59,1,Phi-3-small-8k-instruct
60,1,Phi-3-small-8k-instruct
62,1,Phi-3-small-8k-instruct
67,1,Phi-3-small-8k-instruct
68,1,Phi-3-small-8k-instruct
70,1,Phi-3-small-8k-instruct
75,1,Phi-3-small-8k-instruct
76,1,Phi-3-small-8k-instruct
77,1,Phi-3-small-8k-instruct
78,1,Phi-3-small-8k-instruct
79,1,Phi-3-small-8k-instruct
83,1,Phi-3-small-8k-instruct
86,1,Phi-3-small-8k-instruct
214,1,Phi-3-small-8k-instruct
219,1,Phi-3-small-8k-instruct
220,1,Phi-3-small-8k-instruct
226,1,Phi-3-small-8k-instruct
231,1,Phi-3-small-8k-instruct
232,1,Phi-3-small-8k-instruct
233,0,Phi-3-small-8k-instruct
234,0,Phi-3-small-8k-instruct
244,0,Phi-3-small-8k-instruct
262,0,Phi-3-small-8k-instruct
263,0,Phi-3-small-8k-instruct
267,0,Phi-3-small-8k-instruct
291,0,Phi-3-small-8k-instruct
369,0,Phi-3-small-8k-instruct
381,1,Phi-3-small-8k-instruct
386,1,Phi-3-small-8k-instruct
390,1,Phi-3-small-8k-instruct
392,1,Phi-3-small-8k-instruct
396,1,Phi-3-small-8k-instruct
404,1,Phi-3-small-8k-instruct
405,1,Phi-3-small-8k-instruct
410,1,Phi-3-small-8k-instruct
413,1,Phi-3-small-8k-instruct
420,1,Phi-3-small-8k-instruct
423,1,Phi-3-small-8k-instruct
424,1,Phi-3-small-8k-instruct
427,1,Phi-3-small-8k-instruct
430,1,Phi-3-small-8k-instruct
431,1,Phi-3-small-8k-instruct
433,0,Phi-3-small-8k-instruct
445,0,Phi-3-small-8k-instruct
451,1,Phi-3-small-8k-instruct
465,1,Phi-3-small-8k-instruct
468,1,Phi-3-small-8k-instruct
474,1,Phi-3-small-8k-instruct
476,1,Phi-3-small-8k-instruct
482,1,Phi-3-small-8k-instruct
483,1,Phi-3-small-8k-instruct
485,1,Phi-3-small-8k-instruct
486,1,Phi-3-small-8k-instruct
487,1,Phi-3-small-8k-instruct
488,1,Phi-3-small-8k-instruct
490,1,Phi-3-small-8k-instruct
492,1,Phi-3-small-8k-instruct
495,1,Phi-3-small-8k-instruct
496,1,Phi-3-small-8k-instruct
498,1,Phi-3-small-8k-instruct
500,0,Phi-3-small-8k-instruct
501,1,Phi-3-small-8k-instruct
505,1,Phi-3-small-8k-instruct
506,0,Phi-3-small-8k-instruct
